308	10
308	10
308	10
308	10
308	10
308	10
308	10
308	10
308	10
309	8
309	8
309	8
309	8
309	8
309	8
309	8
309	8
310	3
310	3
310	3
311	8
311	8
311	8
311	8
311	8
311	8
311	8
311	8
312	10
312	10
312	10
312	10
312	10
312	10
312	10
312	10
312	10
312	10
313	9
313	9
313	9
313	9
313	9
313	9
313	9
313	9
313	9
314	4
314	4
314	4
314	4
315	4
315	4
315	4
315	4
316	9
316	9
316	9
316	9
316	9
316	9
316	9
316	9
316	9
317	5
317	5
317	5
317	5
317	5
318	7
318	7
318	7
318	7
318	7
318	7
318	7
319	6
319	6
319	6
319	6
319	6
319	6
320	7
320	7
320	7
320	7
320	7
320	7
320	7
321	9
321	9
321	9
321	9
321	9
321	9
321	9
321	9
321	9
322	6
322	6
322	6
322	6
322	6
322	6
323	9
323	9
323	9
323	9
323	9
323	9
323	9
323	9
323	9
324	8
324	8
324	8
324	8
324	8
324	8
324	8
324	8
325	9
325	9
325	9
325	9
325	9
325	9
325	9
325	9
325	9
326	4
326	4
326	4
326	4
327	10
327	10
327	10
327	10
327	10
327	10
327	10
327	10
327	10
327	10
328	7
328	7
328	7
328	7
328	7
328	7
328	7
329	7
329	7
329	7
329	7
329	7
329	7
329	7
330	7
330	7
330	7
330	7
330	7
330	7
330	7
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
331	15
332	4
332	4
332	4
332	4
333	6
333	6
333	6
333	6
333	6
333	6
334	5
334	5
334	5
334	5
334	5
335	6
335	6
335	6
335	6
335	6
335	6
336	8
336	8
336	8
336	8
336	8
336	8
336	8
336	8
338	5
338	5
338	5
338	5
338	5
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
339	17
340	4
340	4
340	4
340	4
341	12
341	12
341	12
341	12
341	12
341	12
341	12
341	12
341	12
341	12
341	12
341	12
342	11
342	11
342	11
342	11
342	11
342	11
342	11
342	11
342	11
342	11
342	11
343	8
343	8
343	8
343	8
343	8
343	8
343	8
343	8
344	5
344	5
344	5
344	5
344	5
345	3
345	3
345	3
346	7
346	7
346	7
346	7
346	7
346	7
346	7
347	5
347	5
347	5
347	5
347	5
348	2
348	2
349	8
349	8
349	8
349	8
349	8
349	8
349	8
349	8
350	7
350	7
350	7
350	7
350	7
350	7
350	7
351	7
351	7
351	7
351	7
351	7
351	7
351	7
352	7
352	7
352	7
352	7
352	7
352	7
352	7
353	2
353	2
354	5
354	5
354	5
354	5
354	5
355	3
355	3
355	3
356	6
356	6
356	6
356	6
356	6
356	6
357	3
357	3
357	3
358	5
358	5
358	5
358	5
358	5
359	3
359	3
359	3
360	2
360	2
361	1
362	4
362	4
362	4
362	4
363	3
363	3
363	3
364	6
364	6
364	6
364	6
364	6
364	6
365	8
365	8
365	8
365	8
365	8
365	8
365	8
365	8
366	5
366	5
366	5
366	5
366	5
367	5
367	5
367	5
367	5
367	5
368	3
368	3
368	3
369	4
369	4
369	4
369	4
370	2
370	2
371	4
371	4
371	4
371	4
372	3
372	3
372	3
373	3
373	3
373	3
374	1
375	4
375	4
375	4
375	4
376	3
376	3
376	3
377	1
378	1
379	2
379	2
380	2
380	2
381	7
381	7
381	7
381	7
381	7
381	7
381	7
382	5
382	5
382	5
382	5
382	5
383	4
383	4
383	4
383	4
384	3
384	3
384	3
385	1
386	2
386	2
387	5
387	5
387	5
387	5
387	5
388	2
388	2
389	2
389	2
390	1
391	1
392	4
392	4
392	4
392	4
393	2
393	2
394	3
394	3
394	3
395	1
396	2
396	2
397	1
398	2
398	2
399	2
399	2
400	2
400	2
401	3
401	3
401	3
402	1
404	4
404	4
404	4
404	4
405	2
405	2
406	2
406	2
407	4
407	4
407	4
407	4
408	2
408	2
410	2
410	2
411	1
412	3
412	3
412	3
413	1
414	1
415	3
415	3
415	3
416	2
416	2
417	1
418	1
420	4
420	4
420	4
420	4
421	1
422	4
422	4
422	4
422	4
423	1
424	1
425	1
426	2
426	2
427	1
428	1
429	2
429	2
430	1
432	2
432	2
433	1
435	1
436	3
436	3
436	3
438	1
441	2
441	2
442	3
442	3
442	3
443	1
444	1
447	1
450	2
450	2
454	1
455	1
458	2
458	2
459	2
459	2
460	1
461	1
471	1
472	1
473	2
473	2
474	1
481	1
487	1
490	1
493	1
496	1
498	1
503	1
510	1
519	1
521	1
525	2
525	2
560	1
605	1
