210	1
213	1
218	2
218	2
222	2
222	2
224	2
224	2
227	1
230	1
231	2
231	2
232	1
233	3
233	3
233	3
234	2
234	2
235	1
236	1
237	1
238	2
238	2
239	3
239	3
239	3
240	4
240	4
240	4
240	4
241	5
241	5
241	5
241	5
241	5
242	4
242	4
242	4
242	4
243	2
243	2
244	5
244	5
244	5
244	5
244	5
245	1
246	3
246	3
246	3
247	1
248	3
248	3
248	3
251	4
251	4
251	4
251	4
252	5
252	5
252	5
252	5
252	5
253	4
253	4
253	4
253	4
254	5
254	5
254	5
254	5
254	5
255	7
255	7
255	7
255	7
255	7
255	7
255	7
256	9
256	9
256	9
256	9
256	9
256	9
256	9
256	9
256	9
257	5
257	5
257	5
257	5
257	5
258	8
258	8
258	8
258	8
258	8
258	8
258	8
258	8
259	3
259	3
259	3
260	4
260	4
260	4
260	4
261	6
261	6
261	6
261	6
261	6
261	6
262	5
262	5
262	5
262	5
262	5
263	6
263	6
263	6
263	6
263	6
263	6
264	9
264	9
264	9
264	9
264	9
264	9
264	9
264	9
264	9
265	3
265	3
265	3
266	7
266	7
266	7
266	7
266	7
266	7
266	7
267	5
267	5
267	5
267	5
267	5
268	7
268	7
268	7
268	7
268	7
268	7
268	7
269	7
269	7
269	7
269	7
269	7
269	7
269	7
270	6
270	6
270	6
270	6
270	6
270	6
271	3
271	3
271	3
272	9
272	9
272	9
272	9
272	9
272	9
272	9
272	9
272	9
273	10
273	10
273	10
273	10
273	10
273	10
273	10
273	10
273	10
273	10
274	9
274	9
274	9
274	9
274	9
274	9
274	9
274	9
274	9
275	10
275	10
275	10
275	10
275	10
275	10
275	10
275	10
275	10
275	10
276	7
276	7
276	7
276	7
276	7
276	7
276	7
277	3
277	3
277	3
278	4
278	4
278	4
278	4
279	8
279	8
279	8
279	8
279	8
279	8
279	8
279	8
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
280	15
281	5
281	5
281	5
281	5
281	5
282	8
282	8
282	8
282	8
282	8
282	8
282	8
282	8
283	5
283	5
283	5
283	5
283	5
284	5
284	5
284	5
284	5
284	5
285	7
285	7
285	7
285	7
285	7
285	7
285	7
286	9
286	9
286	9
286	9
286	9
286	9
286	9
286	9
286	9
287	4
287	4
287	4
287	4
288	8
288	8
288	8
288	8
288	8
288	8
288	8
288	8
289	7
289	7
289	7
289	7
289	7
289	7
289	7
290	6
290	6
290	6
290	6
290	6
290	6
291	6
291	6
291	6
291	6
291	6
291	6
292	6
292	6
292	6
292	6
292	6
292	6
293	10
293	10
293	10
293	10
293	10
293	10
293	10
293	10
293	10
293	10
294	6
294	6
294	6
294	6
294	6
294	6
295	6
295	6
295	6
295	6
295	6
295	6
296	8
296	8
296	8
296	8
296	8
296	8
296	8
296	8
297	6
297	6
297	6
297	6
297	6
297	6
298	5
298	5
298	5
298	5
298	5
299	7
299	7
299	7
299	7
299	7
299	7
299	7
300	8
300	8
300	8
300	8
300	8
300	8
300	8
300	8
301	3
301	3
301	3
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
302	14
303	10
303	10
303	10
303	10
303	10
303	10
303	10
303	10
303	10
303	10
304	8
304	8
304	8
304	8
304	8
304	8
304	8
304	8
305	9
305	9
305	9
305	9
305	9
305	9
305	9
305	9
305	9
306	9
306	9
306	9
306	9
306	9
306	9
306	9
306	9
306	9
307	7
307	7
307	7
307	7
307	7
307	7
307	7
308	10
